,Name,Developer,CriticScore,UserScore,GlobalSale,ReleaseDate
2,Imagine: Makeup Artist,Global A Entertainment,N/A,N/A,0.2,2020-12-31
33,F1 2018,Codemasters Birmingham,N/A,N/A,0.2,2018-08-24
34,Legendary Fishing,Ubisoft,N/A,N/A,0.0,2018-09-18
35,Legendary Fishing,Ubisoft,N/A,N/A,0.0,2018-09-18
37,Far Cry 3: Classic Edition,Ubisoft Montreal,N/A,N/A,0.0,2018-07-05
38,The Crew 2,Ivory Tower,N/A,N/A,0.2,2018-06-29
39,The Crew 2,Ivory Tower,6.5,N/A,0.5,2018-06-29
41,Railway Empire,Gaming Minds Studios,N/A,N/A,0.0,2018-01-30
42,South Park: The Fractured But Whole,Ubisoft San Francisco,N/A,N/A,0.0,2018-04-24
43,Far Cry 5,Ubisoft Montreal,7.2,N/A,1.5,2018-03-27
44,Far Cry 5,Ubisoft,7.9,N/A,3.6,2018-03-27
45,Far Cry 5,Ubisoft,6.3,N/A,0.0,2018-02-27
46,Assassin's Creed Rogue Remastered    Read the review,Ubisoft,6.0,N/A,0.0,2018-03-20
47,Assassin's Creed Rogue Remastered,Ubisoft,N/A,N/A,0.1,2018-03-20
48,South Park: The Stick of Truth,Obsidian Entertainment,N/A,N/A,0.0,2018-02-13
49,South Park: The Stick of Truth,Obsidian Entertainment,N/A,N/A,0.0,2018-02-13
50,America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,Ubisoft,N/A,N/A,0.0,2017-11-07
51,America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,Ubisoft,N/A,N/A,0.0,2017-11-07
53,Monopoly for Nintendo Switch,Engine Software,5.3,N/A,0.2,2017-10-31
54,Assassin's Creed Origins,Ubisoft Montreal,N/A,N/A,3.9,2017-10-27
55,Assassin's Creed Origins,Ubisoft Montreal,N/A,N/A,0.1,2017-10-27
56,Assassin's Creed Origins,Ubisoft Montreal,N/A,N/A,2.3,2017-10-27
57,Just Dance 2018,Ubisoft Paris,N/A,N/A,0.3,2017-10-24
58,Just Dance 2018,Ubisoft Paris,N/A,N/A,0.1,2017-10-24
59,Just Dance 2018,Ubisoft Paris,N/A,N/A,0.6,2017-10-24
60,Just Dance 2018,Ubisoft Paris,N/A,N/A,0.0,2017-10-24
61,Just Dance 2018,Ubisoft Paris,N/A,N/A,0.2,2017-10-24
62,Just Dance 2018,Ubisoft Paris,N/A,N/A,0.0,2017-10-24
63,Just Dance 2018,Ubisoft Paris,N/A,N/A,0.2,2017-10-24
64,South Park: The Fractured But Whole,Ubisoft San Francisco,N/A,N/A,0.5,2017-10-17
65,South Park: The Fractured But Whole,Ubisoft San Francisco,N/A,N/A,1.3,2017-10-17
66,South Park: The Fractured But Whole,Ubisoft San Francisco,N/A,N/A,0.0,2017-10-17
67,Sniper: Ghost Warrior 3,City Interactive,N/A,N/A,0.3,2017-04-25
68,F1 2017,Codemasters,N/A,N/A,0.6,2017-08-25
69,Rayman Legends,Ubisoft Montpellier,4.5,N/A,0.5,2017-09-12
70,Mario + Rabbids: Kingdom Battle    Read the review,Ubisoft Milan,7.7,N/A,2.1,2017-08-29
71,DiRT 4,Codemasters,N/A,N/A,0.4,2017-06-06
72,Star Trek Bridge Crew,Red Storm Entertainment,N/A,N/A,0.2,2017-05-30
73,Tom Clancy's Ghost Recon Wildlands,Ubisoft Paris,7.0,N/A,3.0,2017-03-07
74,Tom Clancy's Ghost Recon Wildlands,Ubisoft Paris,7.4,N/A,0.0,2017-03-07
75,Tom Clancy's Ghost Recon Wildlands,Ubisoft Paris,7.7,N/A,1.5,2017-03-07
76,Just Dance 2017,Ubisoft Paris,6.5,N/A,0.2,2017-03-03
77,For Honor,Ubisoft Montreal,N/A,N/A,0.0,2017-02-14
78,For Honor,Ubisoft Montreal,N/A,N/A,0.8,2017-02-14
79,For Honor,Ubisoft Montreal,N/A,N/A,1.6,2017-02-14
80,Werewolves Within,Ubisoft,N/A,N/A,0.0,2016-12-06
81,Steep,Ubisoft Annecy,N/A,N/A,0.4,2016-12-02
82,Steep,Ubisoft Annecy,N/A,N/A,0.9,2016-12-02
85,Assassin's Creed The Ezio Collection,Ubisoft,N/A,N/A,0.7,2016-11-15
86,Assassin's Creed The Ezio Collection,Ubisoft,N/A,N/A,0.2,2016-11-15
87,Hasbro Family Fun Pack Conquest Edition,Ubisoft,N/A,N/A,0.0,2016-11-15
88,Hasbro Family Fun Pack Conquest Edition,Ubisoft,N/A,N/A,0.0,2016-11-15
89,Watch Dogs 2,Ubisoft,N/A,N/A,0.0,2016-11-15
90,Watch Dogs 2,Ubisoft,N/A,N/A,1.3,2016-11-15
91,Watch Dogs 2,Ubisoft,N/A,N/A,3.3,2016-11-15
92,Eagle Flight,Ubisoft,N/A,N/A,0.1,2016-11-08
93,Just Dance 2017,Ubisoft Paris,N/A,N/A,0.4,2016-10-25
94,Just Dance 2017,Ubisoft Paris,N/A,N/A,0.2,2016-10-25
95,Just Dance 2017,Ubisoft Paris,N/A,N/A,0.1,2016-10-25
96,Just Dance 2017,Ubisoft Paris,N/A,N/A,0.2,2016-10-25
97,Just Dance 2017,Ubisoft Paris,N/A,N/A,0.3,2016-10-25
98,Just Dance 2017,Ubisoft Paris,N/A,N/A,1.0,2016-10-25
100,Rocksmith 2014 Edition Remastered,Ubisoft,N/A,N/A,0.1,2016-10-04
101,Rocksmith 2014 Edition Remastered,Ubisoft,N/A,N/A,0.1,2016-10-04
103,Just Sing,Ubisoft,N/A,N/A,0.0,2016-09-06
104,Just Sing,Ubisoft,N/A,N/A,0.0,2016-09-06
105,F1 2016,Codemasters,N/A,N/A,0.7,2017-01-01
106,Grand Ages: Medieval,Gaming Minds Studios,N/A,N/A,0.0,2015-09-29
107,Assassin's Creed Chronicles,Climax Studios,N/A,N/A,0.1,2016-04-05
108,TrackMania Turbo,Nadeo,N/A,N/A,0.0,2016-03-22
109,TrackMania Turbo,Nadeo,N/A,N/A,0.1,2016-03-22
110,TrackMania Turbo,Nadeo,N/A,N/A,0.4,2016-03-22
111,Tom Clancy's The Division,Massive Entertainment,N/A,N/A,2.5,2016-03-08
112,Tom Clancy's The Division,Massive Entertainment,N/A,N/A,0.4,2016-03-08
113,Tom Clancy's The Division,Massive Entertainment,N/A,N/A,4.3,2016-03-08
114,Far Cry: Primal,Ubisoft Montreal,8.0,N/A,0.2,2016-03-01
115,Far Cry: Primal,Ubisoft Montreal,7.8,N/A,1.0,2016-02-23
116,Far Cry: Primal,Ubisoft Montreal,7.2,N/A,2.7,2016-02-23
119,Assassin's Creed Chronicles,Climax Studios,N/A,N/A,0.0,2016-02-09
121,Assassin's Creed Chronicles,Climax Studios,N/A,N/A,0.1,2016-02-09
124,Zombi,Ubisoft Montpellier,N/A,N/A,0.0,2016-01-21
129,Tom Clancy's Rainbow Six: Siege,Ubisoft Montreal,N/A,N/A,2.5,2015-12-01
130,Tom Clancy's Rainbow Six: Siege,Ubisoft Montreal,N/A,N/A,4.1,2015-12-01
131,Tom Clancy's Rainbow Six: Siege,Ubisoft Montreal,N/A,N/A,0.3,2015-12-01
132,Assassin's Creed Syndicate,Ubisoft Quebec,N/A,N/A,0.2,2015-11-19
133,The Crew: Wild Run,Ivory Tower,N/A,N/A,0.0,2015-11-17
134,The Crew: Wild Run,Ivory Tower,N/A,N/A,0.0,2015-11-17
135,The Crew: Wild Run,Ivory Tower,N/A,N/A,0.1,2015-11-17
136,Anno 2205,Blue Byte,N/A,N/A,0.2,2015-11-03
137,Assassin's Creed Syndicate,Ubisoft Quebec,N/A,N/A,1.4,2015-10-23
138,Assassin's Creed Syndicate,Ubisoft Quebec,8.6,N/A,3.5,2015-10-23
139,Hasbro Family Fun Pack,Ubisoft,N/A,N/A,0.1,2015-10-20
141,Just Dance 2016,Ubisoft Paris,N/A,N/A,0.3,2015-10-20
142,Just Dance 2016,Ubisoft Paris,N/A,N/A,0.3,2015-10-20
143,Just Dance 2016,Ubisoft Paris,N/A,N/A,1.1,2015-10-20
144,Just Dance 2016,Ubisoft Paris,N/A,N/A,0.6,2015-10-20
145,Just Dance 2016,Ubisoft Paris,N/A,N/A,0.2,2015-10-20
146,Just Dance 2016,Ubisoft Paris,N/A,N/A,0.3,2015-10-20
147,Gravity Falls: Legend of the Gnome Gemulets,Ubisoft,N/A,N/A,0.0,2015-10-20
148,Just Dance: Disney Party 2,Ubisoft San Francisco,N/A,N/A,0.0,2015-10-20
149,Just Dance: Disney Party 2,Ubisoft San Francisco,N/A,N/A,0.0,2015-10-20
150,Just Dance: Disney Party 2,Ubisoft San Francisco,N/A,N/A,0.0,2015-10-20
151,Just Dance: Disney Party 2,Ubisoft San Francisco,N/A,N/A,0.0,2015-10-20
152,Might & Magic Heroes VII,Limbic Software,N/A,N/A,0.0,2015-09-29
154,Zombi,Ubisoft Montpellier,7.5,N/A,0.0,2015-08-18
156,Toy Soldiers: War Chest,Signal Studios,N/A,N/A,0.0,2015-08-11
157,Toy Soldiers: War Chest,Signal Studios,N/A,N/A,0.0,2015-08-11
158,F1 2015,Codemasters Birmingham,N/A,N/A,0.6,2015-07-21
159,F1 2015,Codemasters Birmingham,N/A,N/A,0.0,2015-07-21
160,F1 2015,Codemasters Birmingham,N/A,N/A,0.2,2015-07-21
161,Tetris Ultimate,Ubisoft Montreal,N/A,N/A,0.0,2015-06-04
165,Assassin's Creed Chronicles: China,Ubisoft,N/A,N/A,0.0,2015-04-01
166,Assassin's Creed Chronicles: China,Ubisoft,N/A,N/A,0.0,2015-04-01
167,Assassin's Creed: Rogue,Ubisoft Sofia,N/A,N/A,0.1,2015-03-10
168,Lords of the Fallen,DECK13 Interactive,N/A,N/A,0.5,2014-10-28
169,The Mighty Quest for Epic Loot,Unknown,N/A,N/A,0.0,2015-02-05
171,Rabbids Invasion: The Interactive TV Show,Ubisoft Paris,N/A,N/A,0.0,2015-01-01
172,Rabbids Invasion: The Interactive TV Show,Ubisoft Paris,N/A,N/A,0.0,2015-01-01
173,Rabbids Invasion: The Interactive TV Show,Ubisoft Paris,N/A,N/A,0.0,2015-01-01
174,Trials Fusion,RedLynx,N/A,N/A,0.2,2015-01-01
176,Trials Fusion,Unknown,N/A,N/A,0.0,2015-01-01
177,Trials Fusion,Unknown,N/A,N/A,0.4,2014-04-16
180,The Crew,Ubisoft Reflections,N/A,N/A,1.7,2014-12-02
181,The Crew,Ubisoft Reflections,N/A,N/A,0.2,2014-12-02
182,The Crew,Ubisoft Reflections,N/A,N/A,0.1,2014-12-02
183,The Crew,Ubisoft Reflections,N/A,N/A,0.7,2014-12-02
184,Watch Dogs,Ubisoft Montreal,N/A,N/A,0.1,2014-11-18
185,Far Cry 4,Ubisoft Montreal,8.4,N/A,4.0,2014-11-18
186,Far Cry 4,Ubisoft Montreal,N/A,N/A,1.2,2014-11-18
187,Far Cry 4,Ubisoft Montreal,8.5,N/A,0.6,2014-11-18
188,Far Cry 4,Ubisoft Montreal,N/A,N/A,0.9,2014-11-18
189,Far Cry 4,Ubisoft Montreal,8.5,N/A,1.6,2014-11-18
190,Tetris Ultimate,Ubisoft Montreal,N/A,N/A,0.0,2014-11-11
191,Assassin's Creed: Rogue,Ubisoft Sofia,N/A,N/A,1.3,2014-11-11
192,Assassin's Creed: Rogue,Ubisoft Sofia,N/A,N/A,1.0,2014-11-11
193,Assassin's Creed: Unity,Ubisoft Montreal,N/A,N/A,3.5,2014-11-11
194,Assassin's Creed: Unity,Ubisoft Montreal,N/A,N/A,0.5,2014-11-11
195,Assassin's Creed: Unity,Ubisoft Montreal,N/A,N/A,4.1,2014-11-11
196,Shape Up,Ubisoft Montreal,N/A,N/A,0.1,2014-11-11
197,Rocksmith 2014,Ubisoft San Francisco,9.0,N/A,0.4,2016-10-04
198,Rocksmith 2014,Ubisoft San Francisco,N/A,N/A,0.6,2016-10-04
199,Just Dance 2015,Ubisoft Paris,N/A,N/A,0.6,2014-10-21
200,Just Dance 2015,Ubisoft Paris,N/A,N/A,0.6,2014-10-21
201,Just Dance 2015,Ubisoft Paris,N/A,N/A,0.4,2014-10-21
202,Just Dance 2015,Ubisoft Paris,N/A,N/A,2.0,2014-10-21
203,Just Dance 2015,Ubisoft Paris,N/A,N/A,0.7,2014-10-21
204,Just Dance 2015,Ubisoft Paris,N/A,N/A,0.2,2014-10-21
207,Rayman Legends,Ubisoft Montpellier,N/A,N/A,0.1,2013-09-03
208,Child of Light,Ubisoft Montreal,N/A,N/A,0.0,2014-07-01
216,Watch Dogs,Ubisoft Montreal,N/A,N/A,0.4,2014-05-27
217,Watch Dogs,Ubisoft Montreal,N/A,N/A,1.2,2014-05-27
218,Watch Dogs,Ubisoft Montreal,N/A,N/A,1.6,2014-05-27
219,Watch Dogs,Ubisoft Montreal,N/A,N/A,4.3,2014-05-27
220,Watch Dogs,Ubisoft Montreal,N/A,N/A,1.8,2014-05-27
221,Child of Light,Unknown,N/A,N/A,0.0,2014-04-30
225,Child of Light,Unknown,N/A,N/A,0.0,2014-04-30
229,Might & Magic X: Legacy,Unknown,N/A,N/A,0.0,2014-04-01
230,South Park: The Stick of Truth,Obsidian Entertainment,N/A,N/A,0.1,2014-03-04
231,South Park: The Stick of Truth,Obsidian Entertainment,N/A,N/A,0.9,2014-03-04
232,South Park: The Stick of Truth,Obsidian Entertainment,N/A,N/A,0.9,2014-03-04
234,Rayman Legends,Ubisoft Montpellier,N/A,N/A,0.3,2014-02-18
235,Rayman Legends,Ubisoft Montpellier,N/A,N/A,1.5,2014-02-18
244,Tom Clancy's Rainbow Six: Patriots,Ubisoft,N/A,N/A,0.0,2014-01-01
245,Tom Clancy's Rainbow Six: Patriots,Ubisoft,N/A,N/A,0.0,2014-01-01
248,Assassin's Creed IV: Black Flag,Ubisoft Montreal,8.3,N/A,3.1,2013-11-15
249,Just Dance 2014,Ubisoft Paris,7.5,N/A,0.4,2013-11-15
250,Assassin's Creed IV: Black Flag,Ubisoft Montreal,8.5,N/A,0.6,2013-11-19
251,Assassin's Creed IV: Black Flag,Ubisoft Montreal,8.3,N/A,2.3,2013-11-22
252,Assassin's Creed IV: Black Flag,Ubisoft Montreal,8.5,N/A,0.2,2013-10-29
253,Fighter Within,Daoka,N/A,N/A,0.1,2013-11-19
254,Just Dance 2014,Ubisoft Paris,N/A,N/A,0.4,2013-11-22
256,Assassin's Creed IV: Black Flag,Ubisoft Montreal,8.7,N/A,3.9,2013-10-29
257,Assassin's Creed IV: Black Flag,Ubisoft Montreal,8.5,N/A,3.3,2013-10-29
258,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,Unknown,N/A,N/A,0.1,2013-10-22
259,Rocksmith 2014,Ubisoft San Francisco,9.1,N/A,1.0,2013-10-22
261,Rocksmith 2014,Ubisoft San Francisco,8.4,N/A,0.9,2013-10-22
262,Rocksmith 2014,Ubisoft San Francisco,9.0,N/A,0.7,2016-10-04
266,Just Dance 2014,Ubisoft Paris,7.6,N/A,1.0,2013-10-08
267,Just Dance 2014,Ubisoft Paris,7.8,N/A,0.3,2013-10-08
268,Just Dance 2014,Ubisoft Paris,7.4,N/A,3.8,2013-10-08
269,Just Dance 2014,Ubisoft Paris,7.5,N/A,0.6,2013-10-08
271,Rayman Legends,Ubisoft Montpellier,N/A,N/A,0.6,2013-09-03
272,Rayman Legends,Ubisoft Montpellier,N/A,N/A,0.0,2013-09-03
273,Rayman Legends,Ubisoft Montpellier,9.5,N/A,0.6,2013-09-03
274,Rayman Legends,Ubisoft Montpellier,N/A,N/A,0.4,2013-09-03
275,Tom Clancy's Splinter Cell: Blacklist,Ubisoft Toronto,8.3,N/A,0.9,2013-08-20
276,Tom Clancy's Splinter Cell: Blacklist,Ubisoft Shanghai,9.2,N/A,0.1,2013-08-20
277,Tom Clancy's Splinter Cell: Blacklist,Ubisoft Toronto,8.9,N/A,0.2,2013-08-20
278,Tom Clancy's Splinter Cell: Blacklist,Ubisoft Toronto,8.4,N/A,1.0,2013-08-20
285,The Smurfs 2,Way Forward,N/A,N/A,0.1,2013-07-23
286,The Smurfs 2,Way Forward,N/A,N/A,0.1,2013-07-23
287,The Smurfs 2,Way Forward,N/A,N/A,0.0,2013-07-23
288,The Smurfs 2,Way Forward,N/A,N/A,0.1,2013-07-23
289,The Smurfs 2,Way Forward,N/A,N/A,0.1,2013-07-23
290,Sniper Elite V2,Rebellion Developments,7.0,N/A,0.0,2013-05-21
306,Risen 2: Dark Waters,Piranha Bytes,5.5,N/A,0.2,2012-07-31
307,Marvel Avengers: Battle for Earth,Ubisoft Quebec,N/A,N/A,0.1,2012-12-04
310,Assassin's Creed III,Ubisoft Montreal,7.7,N/A,0.3,2012-11-18
311,ESPN: Sports Connection,Ubisoft Barcelona,3.0,N/A,0.3,2012-11-18
312,Far Cry 3,Ubisoft Montreal,N/A,N/A,2.9,2012-12-04
313,Far Cry 3,Ubisoft Montreal,N/A,N/A,0.9,2012-12-04
314,Far Cry 3,Ubisoft Montreal,N/A,N/A,3.2,2012-12-04
315,Just Dance 4,Ubisoft,N/A,N/A,0.3,2012-11-18
316,Rabbids Land,Ubisoft Paris,6.1,N/A,0.0,2012-11-18
317,Your Shape: Fitness Evolved 2013,Unknown,N/A,N/A,0.1,2012-11-18
318,ZombiU,Ubisoft Montpellier,6.9,N/A,0.8,2012-11-18
319,Assassin's Creed III,Ubisoft Montreal,8.6,N/A,0.8,2012-11-20
322,The Hip Hop Dance Experience,Unknown,N/A,N/A,0.0,2012-11-13
323,Marvel Avengers: Battle for Earth,Unknown,N/A,N/A,0.0,2012-10-30
325,Assassin's Creed III: Liberation,Ubisoft,N/A,N/A,1.4,2012-10-30
326,Assassin's Creed III,Ubisoft Montreal,N/A,N/A,5.3,2012-10-30
327,Assassin's Creed III,Ubisoft Montreal,8.8,N/A,6.5,2012-10-30
328,Just Dance: Disney Party,Land Ho!,N/A,N/A,0.1,2012-10-23
329,Just Dance: Disney Party,Land Ho!,N/A,N/A,0.1,2012-10-23
330,Just Dance 4,Ubisoft,N/A,N/A,1.2,2012-10-09
331,Just Dance 4,Ubisoft,N/A,N/A,6.8,2012-10-09
332,Just Dance 4,Ubisoft,N/A,N/A,0.4,2012-10-09
333,Brothers in Arms: Furious 4,Gearbox Software,N/A,N/A,0.0,2012-09-30
335,Brothers in Arms: Furious 4,Gearbox Software,N/A,N/A,0.0,2012-09-30
337,Sniper Elite V2,Rebellion Developments,7.0,N/A,0.8,2012-05-01
338,Sniper Elite V2,Rebellion Developments,7.4,N/A,0.9,2012-05-02
343,Tom Clancy's Ghost Recon: Future Soldier,Ubisoft Paris,N/A,N/A,1.4,2012-05-22
344,Tom Clancy's Ghost Recon: Future Soldier,Ubisoft Paris,N/A,N/A,0.9,2012-05-22
345,Tom Clancy's Ghost Recon: Future Soldier,Ubisoft Paris,N/A,N/A,0.1,2012-05-22
346,Rocksmith,Ubisoft,N/A,N/A,0.1,2012-05-13
350,Just Dance: Greatest Hits,Ubisoft Paris,N/A,N/A,0.2,2012-07-26
351,Rayman Origins,UBIart Montpellier,N/A,N/A,0.0,2012-03-29
356,Funky Barn 3D,Unknown,N/A,N/A,0.1,2012-04-03
357,Horses 3D,Ubisoft,N/A,N/A,0.0,2012-03-27
358,Rayman Origins,Ubisoft,N/A,N/A,0.1,2012-12-06
359,Asphalt: Injection,Ubisoft,N/A,N/A,0.2,2012-02-14
360,Lumines: Electronic Symphony,Q Entertainment,N/A,N/A,0.2,2012-02-14
361,Rayman Origins,UBIart Montpellier,N/A,N/A,0.5,2012-02-14
363,Michael Jackson The Experience HD,Longtail Studios,N/A,N/A,0.1,2012-02-14
366,Just Dance 3,Ubisoft Paris,N/A,N/A,0.6,2011-12-06
367,The Adventures of Tintin: The Game,Ubisoft,N/A,N/A,0.3,2011-12-06
368,The Adventures of Tintin: The Game,Ubisoft Montpellier,N/A,N/A,0.1,2011-12-06
369,The Adventures of Tintin: The Game,Ubisoft,N/A,N/A,0.0,2011-12-06
370,The Adventures of Tintin: The Game,Ubisoft,N/A,N/A,0.2,2011-12-06
371,The Adventures of Tintin: The Game,Ubisoft,5.0,N/A,0.2,2011-12-06
372,Assassin's Creed: Revelations,Ubisoft Montreal,N/A,N/A,0.7,2011-11-29
373,ABBA: You Can Dance,Ubisoft,N/A,N/A,0.7,2011-11-15
374,James Noir's Hollywood Crimes,Ubisoft,N/A,N/A,0.1,2011-11-01
375,Hole in the Wall: Deluxe Edition,Ubisoft,N/A,N/A,0.1,2011-11-20
376,Anno 2070,Blue Byte Studio,8.7,N/A,1.4,2011-11-17
377,Assassin's Creed: Revelations,Ubisoft Montreal,7.9,N/A,4.2,2011-11-15
378,Assassin's Creed: Revelations,Ubisoft Montreal,8.8,N/A,4.2,2011-11-15
379,Rayman Origins,Ubisoft,9.0,N/A,0.7,2011-11-15
380,Rayman Origins,Ubisoft,8.5,N/A,1.0,2011-11-15
381,Rayman Origins,Ubisoft,9.5,N/A,0.5,2011-11-15
382,The Price is Right: Decades,Ludia Inc.,N/A,N/A,0.1,2011-11-15
383,Puppies 3D,Ubisoft,N/A,N/A,0.1,2011-11-08
384,The Black Eyed Peas Experience,Ubisoft,N/A,N/A,0.6,2011-11-08
385,The Black Eyed Peas Experience,Ubisoft,N/A,N/A,0.3,2011-11-08
386,Michael Jackson: The Experience 3D,Longtail Studios,N/A,N/A,0.1,2011-11-08
387,Rabbids: Alive & Kicking,Ubisoft,N/A,N/A,0.2,2011-11-08
388,Self-Defense Training Camp,Ubisoft,N/A,N/A,0.1,2011-11-08
389,Your Shape: Fitness Evolved 2012,Ubisoft Montreal,N/A,N/A,1.1,2011-11-08
391,MotionSports: Adrenaline,Ubisoft Vancouver,N/A,N/A,0.1,2011-11-01
392,MotionSports: Adrenaline,Ubisoft Vancouver,N/A,N/A,0.2,2011-11-01
393,Who Wants to Be A Millionaire?,Ubisoft,N/A,N/A,0.1,2011-11-01
394,NCIS,Ubisoft,N/A,N/A,0.1,2011-11-01
395,NCIS,Ubisoft,N/A,N/A,0.1,2011-11-01
396,NCIS,Ubisoft,N/A,N/A,0.1,2011-11-01
397,NCIS,Ubisoft,N/A,N/A,0.0,2011-11-01
398,NCIS 3D,Ubisoft,N/A,N/A,0.1,2012-08-14
399,Just Dance Kids 2,Ubisoft,N/A,N/A,0.4,2011-10-25
400,Just Dance Kids 2,Ubisoft,N/A,N/A,0.4,2011-10-25
401,Just Dance Kids 2,Ubisoft,N/A,N/A,0.2,2011-10-25
402,Zoo Resort 3D,AQ Interactive,N/A,N/A,0.2,2011-10-25
403,Family Feud: 2012 Edition,Ubisoft,N/A,N/A,0.1,2011-10-18
404,Family Feud: 2012 Edition,Ubisoft,N/A,N/A,0.1,2011-10-18
405,Petz Puppyz & Kittenz,Ubisoft,N/A,N/A,0.1,2011-10-18
406,PowerUp Heroes,Ubisoft,4.0,N/A,0.3,2011-10-18
407,Rocksmith,Ubisoft,8.0,N/A,1.1,2011-10-18
408,Rocksmith,Ubisoft,8.0,N/A,1.1,2011-10-18
409,The Price is Right: Decades,Ludia Inc.,N/A,N/A,0.1,2011-10-18
410,WRC 2: FIA World Rally Championship,Milestone S.r.l,N/A,N/A,0.0,2011-10-14
411,WRC 2: FIA World Rally Championship,Milestone S.r.l,N/A,N/A,0.1,2011-10-14
412,WRC 2: FIA World Rally Championship,Milestone S.r.l,5.8,N/A,0.0,2011-10-14
413,Might & Magic Heroes VI,Black Hole Games,7.4,N/A,0.3,2011-10-13
414,Imagine: Fashion Designer,Ubisoft Sofia,N/A,N/A,0.1,2011-10-11
415,Just Dance 3,Ubisoft Paris,5.5,N/A,2.0,2011-10-07
416,Just Dance 3,Ubisoft Paris,7.5,N/A,10.1,2011-10-07
417,Child of Eden,Q Entertainment,7.7,N/A,0.2,2011-09-27
418,Driver: San Francisco,Ubisoft Reflections,8.3,N/A,0.1,2011-09-27
419,Tom Clancy's Splinter Cell Trilogy,Ubisoft,6.5,N/A,0.1,2011-09-27
422,Call of Juarez: The Cartel,Techland,4.5,N/A,0.1,2011-09-13
424,Puzzler Mind Gym 3D,Ubisoft,N/A,N/A,0.0,2011-09-13
425,Driver: San Francisco,Ubisoft Reflections,7.0,N/A,0.1,2011-09-06
426,Driver: San Francisco,Ubisoft Reflections,8.2,N/A,0.9,2011-09-06
427,Driver: San Francisco,Ubisoft Reflections,8.1,N/A,0.7,2011-09-06
428,Driver: Renegade,Ubisoft,N/A,N/A,0.0,2011-09-06
430,From Dust,Ubisoft Montpellier,8.2,N/A,0.0,2011-08-17
435,Sniper: Ghost Warrior,City Interactive,4.5,N/A,0.8,2011-06-28
436,Call of Juarez: The Cartel,Techland,5.2,N/A,0.2,2011-07-19
437,Call of Juarez: The Cartel,Techland,5.4,N/A,0.2,2011-07-19
438,Just Dance: Summer Party,Ubisoft Paris,N/A,N/A,0.4,2011-07-19
441,The Smurfs,Ubisoft,N/A,N/A,0.4,2011-07-19
442,The Smurfs: Dance Party,Ubisoft,N/A,N/A,0.3,2011-07-19
443,Just Dance 2: Extra Songs,Ubisoft Paris,N/A,N/A,0.2,2011-07-15
445,Petz Fantasy 3D,Ubisoft,N/A,N/A,0.0,2011-06-21
447,Tom Clancy's Splinter Cell Classic Trilogy HD,Ubisoft,N/A,N/A,0.0,2011-06-21
450,Child of Eden,Q Entertainment,8.3,N/A,0.4,2011-06-14
