Name,Platform,Developer,CriticScore,GlobalSale,ReleaseDate
Petz Fantasy 3D,3DS,Ubisoft,N/A,0.07,2011-06-21
Tom Clancy's Splinter Cell Classic Trilogy HD,PSN,Ubisoft,N/A,0.02,2011-06-21
Child of Eden,X360,Q Entertainment,8.3,0.44,2011-06-14
Cubic Ninja,3DS,AQ Interactive,5.5,0.10,2011-06-14
Michael Jackson: The Experience,PS3,Ubisoft Montreal,N/A,0.53,2011-04-12
Michael Jackson: The Experience,X360,Ubisoft Montreal,5.6,0.87,2011-04-12
IL-2 Sturmovik: Cliffs of Dover,PC,1C: Maddox Games,5.0,0.05,2011-04-26
Rayman 3D,3DS,Ubisoft,6.3,0.64,2011-03-22
Tom Clancy's Ghost Recon: Shadow Wars,3DS,Ubisoft,7.9,0.34,2011-03-22
Raving Rabbids: Travel in Time 3D,3DS,Ubisoft Paris,5.8,0.38,2011-04-10
Asphalt 3D,3DS,Konami,4.0,0.49,2011-03-22
Assassin's Creed: Brotherhood,PC,Ubisoft Montreal,8.7,0.59,2011-03-22
Combat of Giants: Dinosaurs 3D,3DS,Ubisoft,4.3,0.39,2011-03-22
My Fitness Coach: Club,PS3,Ubisoft,N/A,0.13,2011-03-18
My Fitness Coach: Club,Wii,Ubisoft,N/A,0.05,2011-03-18
Tom Clancy's Splinter Cell 3D,3DS,Gameloft,8.0,0.30,2011-04-10
Dance on Broadway,PS3,Longtail Studios,N/A,0.09,2011-03-15
Fit in Six,PS3,Blue Byte Studio,N/A,0.13,2011-03-15
Fit in Six,Wii,Blue Byte Studio,N/A,0.11,2011-03-15
Petz Bunnyz Bunch,DS,Ubisoft,N/A,0.05,2011-03-08
"The $1,000,000 Pyramid",Wii,Ubisoft,N/A,0.08,2011-03-08
Two Worlds II,PS3,Reality Pump,6.5,0.47,2011-01-25
Two Worlds II,X360,Reality Pump,6.5,0.54,2011-01-25
We Dare: Flirty Fun For All,Wii,Ubisoft Milan,N/A,0.00,2011-02-11
CSI: Unsolved!,DS,Other Ocean Interactive,N/A,0.20,2010-11-23
Michael Jackson: The Experience,PSP,Ubisoft Montreal,N/A,0.16,2010-11-23
Michael Jackson: The Experience,Wii,Ubisoft Montpellier,5.6,4.37,2010-11-23
Michael Jackson: The Experience,DS,Longtail Studios,N/A,0.25,2010-11-23
Raving Rabbids: Travel in Time,Wii,Ubisoft Paris,N/A,0.75,2010-11-21
Prince of Persia Trilogy,PS3,Ubisoft,8.3,0.51,2011-04-19
Take A Break's: Puzzle Bonanza,DS,Ubisoft,N/A,0.01,2010-11-19
Assassin's Creed: Brotherhood,X360,Ubisoft Montreal,9.1,3.53,2010-11-16
Assassin's Creed: Brotherhood,PS3,Ubisoft Montreal,9.1,2.85,2010-11-16
Tom Clancy's Ghost Recon,Wii,Ubisoft Paris,N/A,0.12,2010-11-16
Tom Clancy's Ghost Recon: Predator,PSP,Ubisoft,N/A,0.10,2010-11-16
Tom Clancy's HAWX 2,PC,Ubisoft Bucharest,N/A,0.05,2010-11-11
Battle of Giants: Dinosaurs Strike,Wii,Ubisoft Quebec City,N/A,0.19,2010-11-09
Family Feud Decades,Wii,Ludia Inc.,N/A,0.16,2010-11-09
Just Dance Kids,Wii,Ubisoft Paris,N/A,2.25,2010-11-09
Tom Clancy's HAWX 2,Wii,Ubisoft Bucharest,N/A,0.10,2010-11-09
Fighters Uncaged,X360,AMA Studios,3.2,0.60,2010-11-04
MotionSports,X360,Ubisoft Milan,4.1,0.69,2010-11-04
Your Shape: Fitness Evolved    Read the review,X360,Ubisoft Montreal,7.0,1.32,2010-11-04
Imagine: Fashion Stylist,DS,Magic Pockets,N/A,0.14,2010-11-02
CSI: Fatal Conspiracy,PC,Telltale Games,N/A,0.04,2010-10-26
CSI: Fatal Conspiracy,PS3,Telltale Games,N/A,0.19,2010-10-26
CSI: Fatal Conspiracy,Wii,Telltale Games,N/A,0.22,2010-10-26
CSI: Fatal Conspiracy,X360,Telltale Games,N/A,0.17,2010-10-26
Imagine: Resort Owner,DS,Ubisoft,N/A,0.06,2010-10-26
Petz: Catz Playground,DS,Ubisoft Nagoya,N/A,0.03,2010-10-26
The Amazing Race,Wii,Ludia Inc.,N/A,0.13,2010-10-26
Shaun White Skateboarding,Wii,Ubisoft Montreal,N/A,0.18,2010-10-24
Shaun White Skateboarding,PC,Ubisoft Montreal,N/A,0.03,2010-10-24
Shaun White Skateboarding,X360,Ubisoft Montreal,6.1,0.16,2010-10-24
Shaun White Skateboarding,PS3,Ubisoft Montreal,6.6,0.20,2010-10-24
Peppa Pig: Fun and Games,Wii,Ubisoft,N/A,0.13,2010-10-22
Puzzler World 2,DS,Ubisoft,N/A,0.11,2011-08-16
Just Dance 2,Wii,Ubisoft Paris,7.3,9.45,2010-10-12
Let's Draw!,DS,Agatsuma Entertainment,N/A,0.54,2010-03-16
Tom Clancy's HAWX 2,PS3,Ubisoft Bucharest,N/A,0.41,2010-09-07
Hollywood Squares,Wii,Ubisoft,N/A,0.11,2010-10-05
Petz Fantasy: Sunshine Magic,DS,Ubisoft,N/A,0.08,2010-10-05
Sports Collection,DS,Ubisoft Pune,N/A,0.08,2010-10-05
Who Wants to Be a Millionaire: 3rd Edition,DS,Ubisoft,N/A,0.04,2010-10-05
Who Wants to Be a Millionaire: 3rd Edition,Wii,Ubisoft,N/A,0.10,2010-10-05
Petz Fantasy: Moonlight Magic,DS,Ubisoft,N/A,0.12,2010-09-28
Arthur and the Revenge of Maltazard,PS3,Avalanche Productions,N/A,0.00,2010-09-24
TrackMania Turbo: Build to Race,DS,Firebrand Games,N/A,0.05,2011-04-12
Racquet Sports,PS3,Asobo Studio,4.2,0.34,2010-09-14
R.U.S.E.,PS3,Eugen Systems,8.0,0.50,2010-09-07
R.U.S.E.,X360,Eugen Systems,8.0,0.27,2010-09-07
R.U.S.E.,PC,Eugen Systems,8.0,0.26,2010-09-07
Tom Clancy's HAWX 2,X360,Ubisoft Bucharest,N/A,0.36,2010-09-07
Rabbids Party Collection,Wii,Ubisoft Montpellier,N/A,0.18,2010-08-27
Gold's Gym: Dance Workout,Wii,Land Ho!,N/A,0.86,2010-08-17
Assassin's Creed II: Complete Edition,PS3,Ubisoft Montreal,N/A,0.00,2010-06-04
Assassin's Creed II: Complete Edition,X360,Ubisoft Montreal,N/A,0.00,2010-06-04
Galaxy Racers,DS,Ubisoft,N/A,0.05,2010-07-27
Dance on Broadway,Wii,Longtail Studios,N/A,1.04,2010-06-15
Pure Futbol,PS3,Ubisoft Vancouver,4.0,0.24,2010-06-01
Pure Futbol,X360,Ubisoft Vancouver,3.8,0.18,2010-06-01
Imagine Animal Doctor Care Center,DS,Virtual Toys,N/A,0.05,2010-05-18
Prince of Persia: The Forgotten Sands,PSP,Quebec City,N/A,0.37,2010-05-18
Prince of Persia: The Forgotten Sands,X360,Ubisoft Montreal,7.5,0.62,2010-05-18
Prince of Persia: The Forgotten Sands,PC,Ubisoft Montreal,N/A,0.03,2010-05-18
Prince of Persia: The Forgotten Sands,Wii,Quebec City,7.5,0.24,2010-05-18
Prince of Persia: The Forgotten Sands,PS3,Ubisoft Montreal,N/A,0.69,2010-05-18
Prince of Persia: The Forgotten Sands,DS,Ubisoft Montreal,N/A,0.15,2010-05-18
Tom Clancy's Splinter Cell: Conviction,PC,Ubisoft Montreal,8.0,0.10,2010-04-27
OK! Puzzle Stars,DS,TBD,N/A,0.06,2010-04-23
Tom Clancy's Splinter Cell: Conviction    Read the review,X360,Ubisoft Montreal,8.6,2.06,2010-04-13
Peppa Pig: Fun and Games,DS,Ubisoft,N/A,0.66,2010-03-26
Red Steel 2    Read the review,Wii,Ubisoft Paris,7.8,0.62,2010-03-23
The Settlers 7: Paths to a Kingdom,PC,Blue Byte,7.8,0.31,2010-03-23
Assassin's Creed II,PC,Ubisoft Montreal,8.5,0.54,2010-03-09
Assassin's Creed II: Deluxe Edition,PC,Ubisoft Montreal,N/A,0.13,2010-03-09
Racquet Sports,Wii,Asobo Studio,N/A,0.25,2010-03-09
Battle of Giants: Mutant Insects,DS,Ubisoft Quebec,N/A,0.27,2010-03-02
Imagine: Sweet 16,DS,Longtail Studios,N/A,0.03,2010-03-02
Silent Hunter 5: Battle of the Atlantic,PC,Ubisoft Romania,N/A,0.25,2010-03-02
Dawn of Discovery: Venice,PC,Blue Byte Software / Related Designs,7.0,0.01,2010-02-26
Hello Kitty: Puzzle Party,PSP,Dorart,N/A,0.01,2010-02-19
Best Friends Tonight,DS,Ubisoft,N/A,0.03,2010-02-09
Imagine: Reporter,DS,Visual Impact,N/A,0.10,2010-02-02
No More Heroes 2: Desperate Struggle    Read the review,Wii,Grasshopper Manufacture,8.5,0.40,2010-01-26
My Fitness Coach 2: Exercise and Nutrition,Wii,Lightning Fish,N/A,0.18,2010-01-05
James Cameron's Avatar: The Game,PSP,Ubisoft Montreal,3.9,0.61,2009-12-01
Sleepover Party,Wii,Ubisoft,N/A,0.04,2010-01-12
James Cameron's Avatar: The Game,DS,Ubisoft Montreal,6.4,0.40,2009-12-01
James Cameron's Avatar: The Game,PS3,Ubisoft Montreal,5.8,0.90,2009-12-01
James Cameron's Avatar: The Game,Wii,Ubisoft Montreal,5.9,0.72,2009-12-01
James Cameron's Avatar: The Game,PC,Ubisoft Montreal,6.4,0.04,2009-12-01
James Cameron's Avatar: The Game,X360,Ubisoft Montreal,6.0,0.77,2009-12-01
Might & Magic: Clash of Heroes,DS,Capybara Games,8.6,0.18,2009-12-01
Cook Wars,Wii,Virtual Toys,N/A,0.04,2009-11-24
Your Shape featuring Jenny McCarthy,Wii,Ubisoft,6.0,2.16,2009-11-24
Assassin's Creed II    Read the review,X360,Ubisoft Montreal,9.1,5.30,2009-11-17
Assassin's Creed II    Read the review,PS3,Ubisoft Montreal,9.0,5.57,2009-11-17
Assassin's Creed II: Discovery,DS,Griptonite Games,7.3,0.28,2009-11-17
Assassin's Creed: Bloodlines    Read the review,PSP,Griptonite Studio,6.3,1.26,2009-11-17
Imagine: Artist,DS,Ubisoft,N/A,0.05,2009-11-17
Just Dance,Wii,Ubisoft Paris,5.4,7.21,2009-11-17
Petz Hamsterz Superstarz,DS,Ubisoft,N/A,0.10,2009-11-17
Petz: Dogz Talent Show,DS,Ubisoft,N/A,0.15,2009-11-17
Take A Break's: Puzzle Master,DS,Ubisoft,N/A,0.16,2009-11-13
Fairyland Melody Magic,DS,Ubisoft Shanghai,N/A,0.00,2009-11-10
Petz Nursery,DS,Ubi Nagoya,N/A,0.54,2009-11-10
Style Lab: Jewelry Design,DS,1st Playable Productions,N/A,0.33,2009-11-10
Style Lab: Makeover,DS,Jet Black Games,N/A,0.40,2009-11-10
Team Elimination Games,Wii,Ubisoft,N/A,0.08,2009-11-10
Teenage Mutant Ninja Turtles: Arcade Attack,DS,Ubisoft,4.3,0.13,2009-11-10
Shaun White Snowboarding: World Stage,Wii,Ubisoft Montreal,7.2,0.30,2009-11-08
Knockout Party,Wii,Ubisoft,N/A,0.00,2009-11-06
Academy of Champions: Soccer    Read the review,Wii,Ubisoft Vancouver,7.1,0.12,2009-11-03
C.O.P.: The Recruit,DS,Ubisoft,5.7,0.08,2009-11-03
Imagine: Babyz Fashion,DS,Visual Impact,N/A,0.19,2009-11-03
Rabbids Go Home,DS,Ubisoft Montpellier,8.8,0.72,2009-11-03
Rabbids Go Home    Read the review,Wii,Ubisoft Montpellier,8.0,1.13,2009-11-03
100 All-Time Favorites,DS,Ubisoft,N/A,0.51,2009-10-27
CSI: Deadly Intent,Wii,Telltale Games,N/A,0.28,2009-10-27
CSI: Deadly Intent,X360,Telltale Games,N/A,0.20,2009-10-27
CSI: Deadly Intent - The Hidden Cases,DS,Other Ocean Interactive,N/A,0.35,2009-10-27
Monster 4x4: Stunt Racer,Wii,Ubisoft Reflections,N/A,0.18,2009-10-27
Petz: Dolphinz Encounter,DS,Magic Pockets,N/A,0.03,2009-10-27
Petz: Saddle Club,PSP,Digital Kids,N/A,0.09,2009-10-27
Press Your Luck 2010 Edition,DS,Ludia Inc.,N/A,0.20,2009-10-27
Press Your Luck 2010 Edition,Wii,Ludia Inc.,N/A,0.35,2009-10-27
Imagine: Fashion Designer World Tour,DS,Virtual Toys,N/A,0.29,2009-10-20
Jam Sessions 2,DS,Ubisoft,N/A,0.07,2009-10-20
Petz Pony: Beauty Pageant,DS,HotGen Studios,N/A,0.19,2009-10-13
Imagine: Zookeeper,DS,Magic Pockets,N/A,0.24,2009-10-06
Imagine: Party Planner,DS,Ubisoft,N/A,0.05,2010-01-26
Puzzler World,DS,Idea Pad,N/A,0.77,2009-12-08
Metropolis Crimes,DS,Lexis Numerique,N/A,0.00,2009-10-01
Battle of Giants: Dragons,DS,Ubisoft Quebec,N/A,0.62,2009-09-29
Family Feud: 2010 Edition    Read the review,Wii,Ludia Inc.,N/A,0.62,2009-09-29
Family Feud: 2010 Edition,DS,Ludia Inc.,N/A,0.26,2009-09-29
Imagine: Salon Stylist,DS,Playbox Limited,N/A,0.37,2009-09-29
Teenage Mutant Ninja Turtles: Smash-Up,PS2,Game Arts,7.2,0.21,2009-09-29
Heroes over Europe,PC,Transmission Games,N/A,0.00,2009-09-22
Teenage Mutant Ninja Turtles: Smash-Up    Read the review,Wii,Game Arts,7.2,0.35,2009-09-22
The Price Is Right 2010 Edition    Read the review,Wii,Ludia Inc.,N/A,0.24,2009-09-22
The Price Is Right 2010 Edition,DS,Ludia Inc.,N/A,0.13,2009-09-22
Where's Waldo? The Fantastic Journey,Wii,Classic Media Distribution Limited,N/A,0.19,2009-09-22
Where's Waldo? The Fantastic Journey,DS,Classic Media Distribution Limited,N/A,0.21,2009-09-22
Velvet Assassin    Read the review,X360,Replay Studios,5.3,0.18,2009-04-30
Cloudy With a Chance of Meatballs,X360,Ubisoft Shanghai,6.7,0.09,2009-09-15
Cloudy With a Chance of Meatballs,DS,Ubisoft Shanghai,N/A,0.22,2009-09-15
Cloudy With a Chance of Meatballs,PSP,Ubisoft Shanghai,6.0,0.08,2009-09-15
Cloudy With a Chance of Meatballs,PS3,Ubisoft Shanghai,6.7,0.10,2009-09-15
Cloudy With A Chance of Meatballs,Wii,Ubisoft Shanghai,6.7,0.11,2009-09-15
Heroes over Europe,X360,Transmission Games,N/A,0.14,2009-09-15
Heroes Over Europe,PS3,Transmission Games,N/A,0.16,2009-09-15
Imagine: Detective,DS,Ubisoft Sao Paulo,N/A,0.22,2009-09-08
Imagine: Teacher Class Trip,DS,Ubisoft,N/A,0.24,2009-08-25
Imagine: Soccer Captain,DS,Ubisoft,N/A,0.10,2009-08-11
City Life DS,DS,Ubisoft,N/A,0.00,2009-08-07
Gold's Gym: Cardio Workout (Others sales),Wii,Rocket Company,N/A,0.31,2009-03-25
Summer Sports 2: Island Sports Party,Wii,Digital Embryo,N/A,0.26,2008-12-18
Call of Juarez: Bound in Blood,PC,Techland,N/A,0.03,2009-06-30
Call of Juarez: Bound in Blood    Read the review,X360,Techland,7.6,0.60,2009-06-30
Call of Juarez: Bound in Blood    Read the review,PS3,Techland,7.7,0.88,2009-06-30
Dawn of Discovery,PC,Related Designs,8.4,0.37,2009-06-25
Classic Word Games,DS,Ubisoft,N/A,0.52,2009-06-23
Dawn of Discovery    Read the review,Wii,Sunflowers Interactive,7.9,0.19,2009-06-23
Dawn of Discovery,DS,Sunflowers Interactive,7.9,0.11,2009-06-23
My Healthy Cooking Coach,DS,Ubisoft,N/A,0.10,2009-06-23
Imagine: Champion Rider 2009,PSP,Phoenix Interactive,N/A,0.00,2009-06-19
Petz: Dogz Family,PSP,Ubisoft,N/A,0.08,2009-10-27
Petz: Hamsterz Bunch,PSP,Ubisoft,N/A,0.07,2009-10-27
Petz Fashion: Dogz & Catz,DS,Ubisoft,N/A,0.11,2009-06-09
Imagine: Boutique Owner,DS,Creative Patterns,N/A,0.21,2009-06-02
Imagine: Music Fest,DS,Handheld Games,N/A,0.16,2009-05-12
X-Blades,PC,Gaijin Entertainment,6.4,0.00,2009-02-10
X-Blades,PS3,Gaijin Entertainment,5.9,0.14,2009-02-10
X-Blades,X360,Gaijin Entertainment,6.0,0.14,2009-02-10
Tenchu: Shadow Assassins    Read the review,PSP,From Software,7.5,0.12,2009-03-24
Fashion Studio: Paris Collection,DS,Ubisoft,N/A,0.14,2009-03-31
Imagine: My Restaurant,DS,Vicarious Visions,N/A,0.08,2009-03-27
Kids Pack: Open Season / Surf's Up,PSP,Ubisoft,N/A,0.00,2009-03-27
Vin Diesel: Wheelman,PC,Tigon,6.5,0.00,2009-03-24
Vin Diesel: Wheelman,X360,Tigon,6.7,0.45,2009-03-24
Gold's Gym: Cardio Workout,Wii,Rocket Company,N/A,1.29,2009-03-25
Imagine: Family Doctor,DS,WizarBox,N/A,0.30,2009-03-25
Broken Sword: Shadow of the Templars - The Director's Cut    Read the review,Wii,Revolution Software,7.5,0.24,2009-03-24
Broken Sword: Shadows of the Templars - The Director's Cut,DS,Revolution Software,N/A,0.17,2009-03-24
Vin Diesel: Wheelman,PS3,Tigon,6.9,0.32,2009-03-24
National Geographic Panda (JP sales),DS,Bandai Namco Games,N/A,0.01,2008-11-11
National Geographic Panda (US sales),DS,Namco Bandai Games,N/A,0.04,2008-11-11
Scrabble,DS,Stainless Games,N/A,0.25,2009-03-17
Scrabble (Others sales),DS,Electronic Arts,N/A,0.24,2009-03-17
World in Conflict: Complete Edition,PC,Massive Entertainment / Swordfish Studios,N/A,0.03,2009-03-17
Sam Power: Footballer,DS,Tectoy Digital,N/A,0.00,2009-03-13
Jake Power: Handyman,DS,Magic Pockets,N/A,0.07,2009-03-11
My English Coach: Para Hispanoparlantes,DS,Ubisoft,N/A,0.08,2009-03-10
Vacation Sports,Wii,Mere Mortals,N/A,0.11,2009-03-10
World in Conflict: Soviet Assault,PC,Massive Entertainment / Swordfish Studios,6.1,0.00,2009-03-10
Grey's Anatomy: The Video Game,Wii,Longtail Studios,N/A,0.06,2009-03-04
Grey's Anatomy: The Video Game,PC,Longtail Studios,N/A,0.02,2009-03-04
Grey's Anatomy: The Video Game,DS,Longtail Studios,N/A,0.04,2009-03-04
Brain Challenge Deluxe,PS3,Gameloft,N/A,0.00,2009-03-03
Six Flags Fun Park,Wii,7 Studios,N/A,0.40,2009-03-03
Tom Clancy's HAWX,X360,Ubisoft Romania,6.9,0.58,2009-03-03
Tom Clancy's HAWX,PC,Ubisoft Romania,N/A,0.04,2009-03-03
Tom Clancy's HAWX,PS3,Ubisoft Romania,7.5,0.56,2009-03-03
Tom Clancy's EndWar,PC,Ubisoft Shanghai,N/A,0.02,2009-02-24
Imagine: Ice Champions,DS,Spike Co.,N/A,0.16,2009-02-25
Jake Power: Policeman,DS,Magic Pockets,N/A,0.05,2009-02-17
Jake Power: Fireman,DS,Magic Pockets,N/A,0.47,2009-02-10
Tenchu: Shadow Assassins    Read the review,Wii,Acquire,7.0,0.21,2009-02-05
Imagine: Fashion Party,Wii,Virtual Toys / Lexis Numerique,N/A,0.26,2009-02-03
Petz: Horseshoe Ranch,DS,Ubisoft,N/A,0.17,2009-02-03
Imagine: Cheerleader,DS,1st Playable Productions,N/A,0.06,2009-01-27
Jojo's Fashion Show: Design in a Dash!,DS,GameLab,N/A,0.04,2009-01-27
Prince of Persia (2008),PC,Ubisoft Montreal,N/A,0.03,2008-12-09
Shaun White Snowboarding,PC,Ubisoft Montreal,N/A,0.00,2008-12-03
Happy Cooking,DS,MTO,N/A,0.19,2008-12-02
My Fitness Coach,Wii,Ubisoft,7.1,2.32,2008-12-02
My Fun Facts Coach,DS,Ubisoft,N/A,0.07,2008-12-02
Prince of Persia    Read the review,PS3,Ubisoft Montreal,8.3,1.07,2008-12-02
Prince of Persia    Read the review,X360,Ubisoft Montreal,8.2,1.01,2008-12-02
Prince of Persia: The Fallen King,DS,Ubisoft Casablanca,N/A,0.07,2008-12-02
Wordfish,DS,Ubisoft,N/A,0.08,2008-12-02
Armored Core: For Answer,X360,From Software,6.5,0.15,2008-09-16
Who Wants to be a Millionaire: 2nd Edition,DS,Route 1 Games,N/A,0.01,2008-11-28
Who Wants to be a Millionaire: 2nd Edition,Wii,Route 1 Games,N/A,0.02,2008-11-28
Brain Challenge,PSN,Gameloft,N/A,0.00,2008-11-25
How To Pass Your Driving Test,DS,Ubisoft,N/A,0.00,2008-11-21
Imagine: Gymnast,DS,1st Playable Productions,N/A,0.06,2010-03-23
CSI: NY - The Game,PC,Legacy Interactive,N/A,0.00,2008-11-18
Imagine: Ballet Star,DS,Spike Co.,N/A,0.25,2008-11-18
Imagine: Movie Star,DS,Powerhead Games,N/A,0.34,2008-11-18
Naruto: The Broken Bond,X360,Ubisoft Montreal,7.6,0.59,2008-11-18
Petz Catz Clan,DS,Ubisoft,5.0,0.55,2008-11-18
Petz Monkeyz House,DS,Ubisoft,5.5,0.22,2008-11-18
Petz Rescue: Endangered Paradise,DS,Phoenix Interactive Entertainment,N/A,0.22,2008-11-18
Petz: Crazy Monkeyz,Wii,Ubisoft,3.5,0.26,2008-11-18
Rayman Raving Rabbids: TV Party,DS,Ubisoft Casablanca,N/A,0.48,2008-11-18
Rayman Raving Rabbids: TV Party    Read the review,Wii,Ubisoft Paris,7.1,2.03,2008-11-18
Shaun White Snowboarding,PSP,Ubisoft Montreal,6.3,0.34,2008-11-16
Shaun White Snowboarding    Read the review,X360,Ubisoft Montreal,6.2,0.81,2008-11-16
Shaun White Snowboarding,PS2,Ubisoft Montreal,6.2,0.31,2008-11-16
Shaun White Snowboarding,DS,Ubisoft Montreal,6.2,0.23,2008-11-16
Shaun White Snowboarding    Read the review,PS3,Ubisoft Montreal,6.0,0.66,2008-11-16
Shaun White Snowboarding: Road Trip    Read the review,Wii,Ubisoft Montreal,7.8,1.66,2008-11-16
Imagine: Party Babyz,Wii,Visual Impact,N/A,0.38,2008-11-11
My Stop Smoking Coach: Allen Carr's EasyWay,DS,Ubisoft Quebec,N/A,0.09,2008-11-11
Petz: Horse Club,Wii,Phoenix,N/A,0.21,2008-11-11
Imagine: Champion Rider,Wii,Phoenix Interactive,N/A,0.00,2008-11-07
Family Fest presents: Movie Games,Wii,Phoenix Games,N/A,0.23,2008-11-04
Imagine: Interior Designer,DS,Little Worlds Studio / Anuman Interactive,N/A,0.72,2008-11-04
Imagine: Wedding Designer,DS,Virtual Toys / Lexis Numerique,N/A,1.28,2008-11-04
Petz Sports,Wii,Ubisoft Montreal,5.0,0.47,2008-11-04
Petz: Dogz Pack,DS,Ubisoft,N/A,0.61,2008-11-04
Petz: Dogz Pack,DS,Ubisoft,N/A,0.00,2008-11-04
Real Soccer 2009,DS,Gameloft,N/A,0.06,2008-11-04
Tom Clancy's EndWar,DS,Funatics Software,N/A,0.09,2008-11-04
Tom Clancy's EndWar,PSP,Funatics Software,6.7,0.11,2008-11-04
